"name","year","ppt","springT"
"Lake of Three Fires",2017,435.25799369812,10.7090004285177
"Lake of Three Fires",2018,494.582999229431,10.0070006847382
"Lake of Three Fires",2019,751.090023040771,8.67393294970194
"Lake of Three Fires",2020,469.083000302315,10.0181330045064
"Lake of Three Fires",2021,457.041789054871,11.0254664421082
"Lake Orient",2017,461.290004730225,10.2916671435038
"Lake Orient",2018,383.809002876282,9.39800039927165
"Lake Orient",2019,632.338008880615,8.09329967697462
"Lake Orient",2020,476.518996477127,9.56893316904704
"Lake Orient",2021,438.892993927002,10.5269662539164
"Lake Pahoja",2017,391.48999786377,7.82666683197021
"Lake Pahoja",2018,400.144994676113,6.76233350237211
"Lake Pahoja",2019,633.723996162415,5.55816642443339
"Lake Pahoja",2020,340.753008365631,7.34083294868469
"Lake Pahoja",2021,285.826295852661,8.61326662699381
"Smith Lake",2017,488.684999465942,8.0963337123394
"Smith Lake",2018,508.303987503052,6.76033394535383
"Smith Lake",2019,598.948994636536,6.0907998085022
"Smith Lake",2020,499.315005302429,7.84413321812948
"Smith Lake",2021,313.486695289612,9.10910002390544
"Lake Sugema",2017,461.067005157471,11.1510006586711
"Lake Sugema",2018,455.930004119873,9.92066693305969
"Lake Sugema",2019,888.10099029541,9.1214998960495
"Lake Sugema",2020,536.459007263184,10.2134666442871
"Lake Sugema",2021,515.727479934692,11.7353332837423
"Lake Wapello",2017,478.63399887085,10.8933335940043
"Lake Wapello",2018,347.448996543884,9.72633377710978
"Lake Wapello",2019,807.395984649658,9.10333315531413
"Lake Wapello",2020,452.251000404358,10.1835996309916
"Lake Wapello",2021,550.00929069519,11.0121329625448
"Little River Watershed Lake",2017,450.640005111694,10.8070004781087
"Little River Watershed Lake",2018,460.311011314392,10.0106673240662
"Little River Watershed Lake",2019,838.65299987793,8.75266653299332
"Little River Watershed Lake",2020,474.664000511169,9.98506657282511
"Little River Watershed Lake",2021,461.300191879272,10.8493665059408
"Little Sioux Park Lake",2017,430.978000640869,8.8116672039032
"Little Sioux Park Lake",2018,371.007998228073,8.10300064086914
"Little Sioux Park Lake",2019,517.831005871296,6.63793309529622
"Little Sioux Park Lake",2020,418.12700843811,8.29249986012777
"Little Sioux Park Lake",2021,385.386591911316,9.59799973169963
"Little Spirit Lake",2017,455.80500793457,7.38033360739549
"Little Spirit Lake",2018,500.124996900558,5.90833342075348
"Little Spirit Lake",2019,672.443008422852,5.47046653429667
"Little Spirit Lake",2020,508.82700252533,7.22276651859283
"Little Spirit Lake",2021,325.656398773193,8.44009979565938
"Little Wall Lake",2017,495.712997436523,9.03966697057088
"Little Wall Lake",2018,444.527990341187,8.11366705099742
"Little Wall Lake",2019,599.220991134644,7.24829983711243
"Little Wall Lake",2020,557.029012680054,8.85743316014608
"Little Wall Lake",2021,332.751888275146,10.1065330505371
"Littlefield Lake",2017,512.032999038696,9.87366724014282
"Littlefield Lake",2018,400.303998947144,8.99400059382121
"Littlefield Lake",2019,573.351003646851,7.79896638790766
"Littlefield Lake",2020,395.693995475769,9.18693319956462
"Littlefield Lake",2021,396.586090087891,10.049399693807
"Lost Island Lake",2017,434.445997238159,7.89200041691462
"Lost Island Lake",2018,473.037004947662,6.45900046825409
"Lost Island Lake",2019,605.331993579865,5.88963309923808
"Lost Island Lake",2020,451.364000320435,7.5998998483022
"Lost Island Lake",2021,293.083495140076,8.78803300857544
"Lower Gar Lake",2017,460.4850025177,7.39166704813639
"Lower Gar Lake",2018,461.787003278732,5.99266715844472
"Lower Gar Lake",2019,649.073997497559,5.67016649246216
"Lower Gar Lake",2020,509.905996322632,7.33349982897441
"Lower Gar Lake",2021,320.653297424316,8.52076625823975
"Lower Pine Lake",2017,504.685005187988,8.54433373610179
"Lower Pine Lake",2018,465.157005310059,7.41233396530151
"Lower Pine Lake",2019,671.726007461548,6.67229970296224
"Lower Pine Lake",2020,572.117994308472,8.29959980646769
"Lower Pine Lake",2021,318.091594696045,9.523299853007
"Manteno Park Pond",2017,492.687002182007,9.2060002485911
"Manteno Park Pond",2018,421.29799747467,8.50233372052511
"Manteno Park Pond",2019,564.392996311188,7.23263303438822
"Manteno Park Pond",2020,418.405994415283,8.79799969991048
"Manteno Park Pond",2021,424.50509262085,9.96973323822021
"Mariposa Lake",2017,440.943990707397,9.56100058555603
"Mariposa Lake",2018,424.597010612488,8.5703334013621
"Mariposa Lake",2019,613.156009674072,7.68746642271678
"Mariposa Lake",2020,506.854004383087,9.23413324356079
"Mariposa Lake",2021,436.764888763428,10.3649667104085
"Meadow Lake",2017,460.542991638184,10.1756671269735
"Meadow Lake",2018,406.972001075745,9.17366695404053
"Meadow Lake",2019,640.390005111694,7.90113317966461
"Meadow Lake",2020,434.320003032684,9.38613303502401
"Meadow Lake",2021,396.296895980835,10.3980662027995
"Meyers Lake",2017,453.602001190186,8.7786668141683
"Meyers Lake",2018,444.895997047424,7.59766707817713
"Meyers Lake",2019,739.77799987793,7.04933297634125
"Meyers Lake",2020,526.175993919373,8.76079988479614
"Meyers Lake",2021,407.185392379761,9.64973290761312
"Mill Creek Lake",2017,421.791004180908,8.57633352279663
"Mill Creek Lake",2018,457.309003829956,7.55900005499522
"Mill Creek Lake",2019,574.192002534866,6.37816631793976
"Mill Creek Lake",2020,420.595004558563,8.20193314552307
"Mill Creek Lake",2021,314.809492111206,9.42339960734049
"Mitchell Lake",2017,451.848003387451,8.69133385022481
"Mitchell Lake",2018,446.15700340271,7.49033337831497
"Mitchell Lake",2019,746.928001403809,6.93379994233449
"Mitchell Lake",2020,535.355998039246,8.63013331095378
"Mitchell Lake",2021,406.730400085449,9.56099955240885
"Moorhead Park Pond",2017,438.780996322632,8.55500038464864
"Moorhead Park Pond",2018,384.008997678757,7.74333337942759
"Moorhead Park Pond",2019,519.077005460858,6.53179959456126
"Moorhead Park Pond",2020,419.353006362915,8.26246651013692
"Moorhead Park Pond",2021,365.779692649841,9.52279980977376
"Mormon Trail Lake",2017,455.50899887085,10.1970003445943
"Mormon Trail Lake",2018,372.280007362366,9.34700059890747
"Mormon Trail Lake",2019,628.718999862671,8.04793339967728
"Mormon Trail Lake",2020,467.438995838165,9.49109983444214
"Mormon Trail Lake",2021,419.70309638977,10.3716330528259
"Nelson Park Lake",2017,501.932992935181,9.43766705195109
"Nelson Park Lake",2018,441.865989208221,8.68133401870728
"Nelson Park Lake",2019,594.025998830795,7.34343302249908
"Nelson Park Lake",2020,408.60600566864,8.8434329032898
"Nelson Park Lake",2021,430.928680419922,10.0597664515177
"Nine Eagles Lake",2017,423.522002696991,11.4033342997233
"Nine Eagles Lake",2018,455.787008285522,10.5483335653941
"Nine Eagles Lake",2019,853.498008728027,9.36149974664052
"Nine Eagles Lake",2020,473.939998149872,10.4985995292664
"Nine Eagles Lake",2021,472.168792724609,11.578866481781
"North Twin Lake",2017,474.814990997314,8.79033374786377
"North Twin Lake",2018,448.64198756218,7.99266695976257
"North Twin Lake",2019,585.83798789978,6.98480002085368
"North Twin Lake",2020,460.305997848511,8.50676655769348
"North Twin Lake",2021,354.439687728882,9.78663301467896
"Oldham Lake",2017,455.400997161865,9.51933375994364
"Oldham Lake",2018,414.125004768372,8.63300069173177
"Oldham Lake",2019,556.790010929108,7.31393297513326
"Oldham Lake",2020,417.388000488281,8.79679981867472
"Oldham Lake",2021,445.833786010742,10.0462330182393
"Otter Creek Lake",2017,444.924999237061,8.73500029246012
"Otter Creek Lake",2018,448.926003456116,7.83900036414464
"Otter Creek Lake",2019,671.674003601074,6.9664664665858
"Otter Creek Lake",2020,498.121004104614,8.46849981943766
"Otter Creek Lake",2021,387.147090911865,9.6839329401652
"Ottumwa Lagoon",2017,428.510000228882,10.953000386556
"Ottumwa Lagoon",2018,369.75,9.7020005385081
"Ottumwa Lagoon",2019,812.487991333008,9.01396652062734
"Ottumwa Lagoon",2020,472.927991867065,10.1789995829264
"Ottumwa Lagoon",2021,548.409187316895,11.1771330833435
"Pierce Creek Pond",2017,486.633993148804,11.365000406901
"Pierce Creek Pond",2018,386.651000976562,10.4073338508606
"Pierce Creek Pond",2019,753.342012405396,9.22913299004237
"Pierce Creek Pond",2020,419.870003700256,10.6023996671041
"Pierce Creek Pond",2021,400.07759475708,11.414466381073
"Pleasant Creek Lake",2017,490.587999343872,9.53266708056132
"Pleasant Creek Lake",2018,479.423992156982,8.41100060939789
"Pleasant Creek Lake",2019,665.562004089355,7.43659969170888
"Pleasant Creek Lake",2020,600.579005241394,8.96129973729452
"Pleasant Creek Lake",2021,392.173191070557,10.0010995864868
"Poll Miller Park Lake",2017,522.511003494263,11.6083340644836
"Poll Miller Park Lake",2018,459.473999023438,10.3366672197978
"Poll Miller Park Lake",2019,961.326011657715,9.55929978688558
"Poll Miller Park Lake",2020,499.933000564575,10.4090998967489
"Poll Miller Park Lake",2021,668.66948890686,11.4665660858154
"Prairie Rose Lake",2017,454.139995574951,9.685333887736
"Prairie Rose Lake",2018,457.493000030518,8.82266720136007
"Prairie Rose Lake",2019,532.735999107361,7.49216643969218
"Prairie Rose Lake",2020,398.516003608704,8.93496640523275
"Prairie Rose Lake",2021,407.210289001465,10.0200664202372
"Rathbun Reservoir",2017,456.090002059937,10.7306671142578
"Rathbun Reservoir",2018,363.723999023438,9.68466687202454
"Rathbun Reservoir",2019,888.355987548828,8.86943328380585
"Rathbun Reservoir",2020,524.996994972229,9.86683305104574
"Rathbun Reservoir",2021,527.067485809326,10.7858997980754
"Red Haw Lake",2017,525.509996414185,10.6383339564006
"Red Haw Lake",2018,422.338003158569,9.73000025749207
"Red Haw Lake",2019,846.288017272949,8.36399974425634
"Red Haw Lake",2020,457.032988071442,9.61759980519613
"Red Haw Lake",2021,463.301496505737,10.521466255188
"Roberts Creek Lake",2017,458.306997299194,10.5353336334229
"Roberts Creek Lake",2018,391.116004943848,9.51200064023336
"Roberts Creek Lake",2019,741.976982116699,8.58149993419647
"Roberts Creek Lake",2020,484.853004455566,10.0214660962423
"Roberts Creek Lake",2021,420.481695175171,11.1438663800557
"Rock Creek Lake",2017,425.016998291016,9.39866733551025
"Rock Creek Lake",2018,430.127005577087,8.40533399581909
"Rock Creek Lake",2019,674.59899520874,7.58899964888891
"Rock Creek Lake",2020,527.644003868103,9.15009991327921
"Rock Creek Lake",2021,454.605197906494,10.4480330149333
"Rodgers Park Lake",2017,450.93600654602,9.26733350753784
"Rodgers Park Lake",2018,510.935985565186,8.26533357302348
"Rodgers Park Lake",2019,665.91100692749,7.14313296477
"Rodgers Park Lake",2020,549.801995277405,8.86979977289836
"Rodgers Park Lake",2021,372.668994903564,9.49339962005615
"Silver Lake (Dickinson County)",2017,435.056001663208,7.57200006643931
"Silver Lake (Dickinson County)",2018,511.55100274086,5.95666674772898
"Silver Lake (Dickinson County)",2019,637.962993621826,5.38199996948242
"Silver Lake (Dickinson County)",2020,516.432994365692,7.43693312009176
"Silver Lake (Dickinson County)",2021,331.106093406677,8.78986628850301
"Silver Lake (Delaware County)",2017,459.953990936279,8.06533380349477
"Silver Lake (Delaware County)",2018,568.31600856781,6.79666714121898
"Silver Lake (Delaware County)",2019,706.536994934082,6.17609977722168
