"name","year","ppt","springT"
"Silver Lake (Delaware County)",2020,551.837989807129,7.44163306554158
"Silver Lake (Delaware County)",2021,391.784397125244,8.61253309249878
"Silver Lake (Palo Alto County)",2017,407.8630027771,8.15933378537496
"Silver Lake (Palo Alto County)",2018,453.121995449066,6.77300015588601
"Silver Lake (Palo Alto County)",2019,562.982992649078,6.12043317159017
"Silver Lake (Palo Alto County)",2020,418.578998565674,7.7361330986023
"Silver Lake (Palo Alto County)",2021,299.271993637085,8.9148998260498
"Slipbluff Lake",2017,446.925004959106,11.3216670354207
"Slipbluff Lake",2018,479.855997085571,10.4940005938212
"Slipbluff Lake",2019,861.36600112915,9.31646625200907
"Slipbluff Lake",2020,471.980998516083,10.4373329480489
"Slipbluff Lake",2021,469.39489364624,11.5872664451599
"South Prairie Lake",2017,474.95599937439,8.64666736125946
"South Prairie Lake",2018,458.445002555847,7.44400011499723
"South Prairie Lake",2019,725.429000854492,6.89463305473328
"South Prairie Lake",2020,515.723994255066,8.60393317540487
"South Prairie Lake",2021,384.525895118713,9.57633320490519
"Spring Lake",2017,461.934005737305,10.0493336518606
"Spring Lake",2018,483.582999229431,9.27566703160604
"Spring Lake",2019,553.940998077393,8.31209979454676
"Spring Lake",2020,447.703998565674,9.03513320287069
"Spring Lake",2021,358.443990707397,10.1642332077026
"Springbrook Lake",2017,461.343999862671,9.66566705703735
"Springbrook Lake",2018,455.936006069183,8.73400012652079
"Springbrook Lake",2019,549.133005142212,7.84866642951965
"Springbrook Lake",2020,383.012002944946,9.19976631800334
"Springbrook Lake",2021,388.144594192505,10.0952331225077
"Storm Lake",2017,474.83500289917,8.41566721598307
"Storm Lake",2018,466.515997409821,7.33800015846888
"Storm Lake",2019,600.254994392395,6.2414665222168
"Storm Lake",2020,448.437997817993,8.10383303960164
"Storm Lake",2021,377.047395706177,9.36043310165405
"Swan Lake",2017,422.262996673584,9.2230003674825
"Swan Lake",2018,446.621994972229,8.34666705131531
"Swan Lake",2019,491.016006469727,7.41946655511856
"Swan Lake",2020,402.274002075195,8.91963307062785
"Swan Lake",2021,345.440496444702,10.060366153717
"Thayer Lake",2017,427.038999557495,10.4656669298808
"Thayer Lake",2018,402.516005516052,9.65333390235901
"Thayer Lake",2019,776.833011627197,8.35859957834085
"Thayer Lake",2020,520.789998531342,9.75116650263468
"Thayer Lake",2021,463.3401927948,10.5785331726074
"Three Mile Lake",2017,426.397011756897,10.4350004196167
"Three Mile Lake",2018,402.985995769501,9.62433369954427
"Three Mile Lake",2019,715.271995544434,8.31849986811479
"Three Mile Lake",2020,541.808002948761,9.73109976450602
"Three Mile Lake",2021,453.248293876648,10.5990331967672
"Twelve Mile Lake",2017,431.212000846863,10.4696674346924
"Twelve Mile Lake",2018,411.795996189117,9.70133407910665
"Twelve Mile Lake",2019,726.606983184814,8.35916665196419
"Twelve Mile Lake",2020,532.460993766785,9.75846656163534
"Twelve Mile Lake",2021,452.316286087036,10.6995328267415
"Union Grove Lake",2017,463.005994796753,8.85766712824504
"Union Grove Lake",2018,455.272003173828,7.87066727876663
"Union Grove Lake",2019,668.554000854492,7.01846639315287
"Union Grove Lake",2020,530.547994613647,8.57339970270793
"Union Grove Lake",2021,357.012196540833,9.71633291244507
"Upper Gar Lake",2017,460.4850025177,7.39166704813639
"Upper Gar Lake",2018,461.787003278732,5.99266715844472
"Upper Gar Lake",2019,649.073997497559,5.67016649246216
"Upper Gar Lake",2020,509.905996322632,7.33349982897441
"Upper Gar Lake",2021,320.653297424316,8.52076625823975
"Upper Pine Lake",2017,504.685005187988,8.54433373610179
"Upper Pine Lake",2018,465.157005310059,7.41233396530151
"Upper Pine Lake",2019,671.726007461548,6.67229970296224
"Upper Pine Lake",2020,572.117994308472,8.29959980646769
"Upper Pine Lake",2021,318.091594696045,9.523299853007
"Viking Lake",2017,473.681995391846,10.4746670722961
"Viking Lake",2018,445.930996894836,9.67366735140483
"Viking Lake",2019,719.404022216797,8.28249967222412
"Viking Lake",2020,447.81399667263,9.68763319651286
"Viking Lake",2021,456.415592193604,10.8490331967672
"Volga Lake",2017,539.137994766235,8.01566721995672
"Volga Lake",2018,554.468006134033,6.790333862106
"Volga Lake",2019,596.881996154785,5.57029978434245
"Volga Lake",2020,530.333985328674,7.05459992090861
"Volga Lake",2021,312.62709236145,8.58026647567749
"West Okoboji Lake",2017,470.206995010376,7.34100049734116
"West Okoboji Lake",2018,453.880001068115,5.85000026226044
"West Okoboji Lake",2019,652.563992500305,5.79329991340637
"West Okoboji Lake",2020,496.760999679565,7.47393314043681
"West Okoboji Lake",2021,319.482494354248,8.66093293825785
"West Lake Osceola",2017,430.032001495361,10.5560003916423
"West Lake Osceola",2018,409.255999565125,9.68833367029826
"West Lake Osceola",2019,782.430995941162,8.54496641953786
"West Lake Osceola",2020,497.621006965637,9.91629981994629
"West Lake Osceola",2021,474.999796867371,10.8744330406189
"White Oak Lake",2017,456.765001296997,10.7336670557658
"White Oak Lake",2018,454.261999130249,9.50400042533875
"White Oak Lake",2019,844.935005187988,8.75129975875219
"White Oak Lake",2020,473.515000343323,10.7962663968404
"White Oak Lake",2021,494.402194976807,11.4021995862325
"Williamson Pond",2017,505.666996002197,10.6060007413228
"Williamson Pond",2018,447.087008476257,9.68633381525675
"Williamson Pond",2019,848.657012939453,8.34583312273026
"Williamson Pond",2020,416.214995861053,9.68626658121745
"Williamson Pond",2021,457.744199752808,10.4656998316447
"Willow Lake",2017,500.242998123169,9.8970004717509
"Willow Lake",2018,430.833003997803,9.02233378092448
"Willow Lake",2019,592.132992267609,7.71996647119522
"Willow Lake",2020,421.6859998703,9.13463322321574
"Willow Lake",2021,439.389890670776,10.4073332150777
"Wilson Park Lake",2017,428.675001144409,10.5120005607605
"Wilson Park Lake",2018,510.86100101471,9.80933364232381
"Wilson Park Lake",2019,776.652996063232,8.46899981300036
"Wilson Park Lake",2020,513.218000888824,9.83976666132609
"Wilson Park Lake",2021,450.65788936615,10.8158329327901
"Windmill Lake",2017,415.652992248535,10.7616672515869
"Windmill Lake",2018,509.717004776001,10.0533337593079
"Windmill Lake",2019,702.778995513916,8.64833317200343
"Windmill Lake",2020,474.750005125999,10.0530999501546
"Windmill Lake",2021,447.593300819397,11.0604329109192
"Yellow Smoke Park Lake",2017,543.041011810303,8.75133379300435
"Yellow Smoke Park Lake",2018,379.582994222641,8.1600003639857
"Yellow Smoke Park Lake",2019,526.20400428772,6.96346656481425
"Yellow Smoke Park Lake",2020,414.630994796753,8.71509965260824
"Yellow Smoke Park Lake",2021,349.183195114136,9.90799967447917
"Lake Belva Deer",2017,446.815004348755,10.1063338915507
"Lake Belva Deer",2018,428.266007423401,9.12566709518433
"Lake Belva Deer",2019,895.738998413086,8.33513313531876
"Lake Belva Deer",2020,433.439000606537,9.67429971694946
"Lake Belva Deer",2021,533.94189453125,10.5545330047607
"Nodaway Lake",2017,471.920997619629,10.1116671562195
"Nodaway Lake",2018,395.764001846313,9.13366715113322
"Nodaway Lake",2019,621.882007598877,7.87279973427455
"Nodaway Lake",2020,444.114006519318,9.37076663970947
"Nodaway Lake",2021,408.456592559814,10.3282663027445
"Snyder Bend Lake",2017,401.812997817993,9.50033370653788
"Snyder Bend Lake",2018,449.158004522324,8.62466724713643
"Snyder Bend Lake",2019,517.351015213877,7.34663301706314
"Snyder Bend Lake",2020,414.361000061035,8.8668999671936
"Snyder Bend Lake",2021,385.843092918396,10.047733147939
"Summit Lake",2017,453.119003295898,10.4460004170736
"Summit Lake",2018,381.77898979187,9.71266682942708
"Summit Lake",2019,705.34199142456,8.31079988678296
"Summit Lake",2020,518.537997722626,9.73443301518758
"Summit Lake",2021,433.559687614441,10.6431331634521
"Big Hollow Lake",2017,461.817998886108,11.1473337809245
"Big Hollow Lake",2018,455.67099571228,9.83566737174988
"Big Hollow Lake",2019,887.38000869751,9.1814329624176
"Big Hollow Lake",2020,435.55899810791,10.1840664545695
"Big Hollow Lake",2021,621.763782501221,11.1693328221639
"Rudd Lake",2017,548.584999084473,7.85266707837582
"Rudd Lake",2018,577.150991439819,6.52500036358833
"Rudd Lake",2019,625.479005813599,5.90879972775777
"Rudd Lake",2020,556.878992080688,7.61059991518656
"Rudd Lake",2021,283.873190879822,8.83603310585022
"Lost Grove Lake",2017,541.817993164062,10.1310005982717
"Lost Grove Lake",2018,456.145994186401,8.98766684532166
"Lost Grove Lake",2019,983.714996337891,8.2261664668719
"Lost Grove Lake",2020,550.427001953125,9.44613329569499
"Lost Grove Lake",2021,586.579181671143,10.5288996696472
"Ada Hayden Heritage Park Lake",2017,496.508995056152,9.52166700363159
"Ada Hayden Heritage Park Lake",2018,483.670001029968,8.59300057093302
"Ada Hayden Heritage Park Lake",2019,603.244995117188,7.64146627982458
"Ada Hayden Heritage Park Lake",2020,523.349007606506,9.25793313980103
"Ada Hayden Heritage Park Lake",2021,302.057800292969,10.3714995384216
"Central Park Lake",2017,542.985004425049,9.0056668917338
"Central Park Lake",2018,501.082992553711,7.81866675615311
"Central Park Lake",2019,748.285995483398,7.06683293978373
"Central Park Lake",2020,607.469003677368,8.18179980913798
"Central Park Lake",2021,489.876996994019,9.21713320414225
"Easter Lake",2017,439.937002182007,10.9753333727519
"Easter Lake",2018,423.009000778198,9.93466742833455
"Easter Lake",2019,622.058994293213,8.67883330583572
"Easter Lake",2020,559.965001106262,10.1822999318441
"Easter Lake",2021,442.204883575439,11.3406662940979
"Kent Park Lake",2017,490.144994735718,9.91866707801819
"Kent Park Lake",2018,406.151996612549,8.91833396752675
"Kent Park Lake",2019,921.162021636963,7.8647996239985
"Kent Park Lake",2020,489.5119972229,9.28509966532389
"Kent Park Lake",2021,483.709495544434,10.2171664237976
