,Lake ID,Bacillariophyta,Chlorophyta,Chrysophyta,Cryptophyta,Cyanophyta,Dinophyta,Euglenophyta,Microcystis,Total_biomass
61,88,0.11706558,5.746459676,0,2.746857812,0,0,0,0,8.610383068
62,89,0.000889434,4.60709328,0,0.001364375,0.115613513,0.197011732,0,0,4.921972334
63,90,12.19793045,0.60931207,0,0.651427127,53.1460678,0,0,0,66.60473745
64,91,0.005550669,0.176104665,0.671389231,0.435847892,1.057744317,0,0.231810529,0.490442063,2.578447303
65,92,3.161030498,0.762483511,0,2.081653908,3.683073278,0,0.024688947,0,9.712930142
66,93,0.279410872,0.836057628,0.106779086,0.814542251,0.117230465,0.545162725,5.498013246,0,8.197196273
67,94,52.08339479,5.691078191,0,6.319326535,0,0,1.632388346,0,65.72618786
68,95,0.336760006,0.121567474,0.362353122,0.080005819,0.03298024,0,0,0,0.933666661
69,98,2.333743022,11.56871013,0,1.280687005,1.48236927,0.780988756,1.055589582,0,18.50208777
70,99,0.130782322,3.17730358,0,0,2.964609186,0,0.682282948,0,6.954978036
71,101,0.04292563,1.185195664,0.001841026,5.852004386,0.78956284,0,0.092416832,0,7.963946378
72,102,26.29165213,1.118981245,0,1.364652227,20.24563693,0,7.277813186,0,56.29873571
73,105,0.017151055,0.003179016,0,0.096686366,11.24972933,0,0,0,11.36674577
74,108,4.602969462,0.00384746,0,0,52.48316444,0,0,0,57.08998136
75,109,0.01573205,0.374518684,0,0.004126221,1.4076301,0.277322469,0,0,2.079329524
76,111,9.056054834,1.80974626,0,0.207526172,2.413725534,0,0,0.541722401,13.4870528
77,112,10.67002501,0.00074287,0.014625354,0,0,0,0,0,10.68539324
78,113,4.785782307,0.206795019,0,0.696614224,1.871686992,0.459745325,0.740009029,0,8.760632896
79,114,11.01445681,3.4322307,0,0.008184185,0,0,0.015825966,0,14.47069766
80,116,0.319590022,0.029482223,0,0.889249749,15.20842328,0,0.138294995,1.185879584,16.58504027
81,120,0.042258535,0.053252333,0,0.061462548,24.85978238,0,0,0,25.0167558
82,121,0.765268828,0.073484563,0,0.312306608,25.17758356,0,0,24.59183,26.32864355
83,123,0.025088277,0.432520567,0.039496735,0.540565745,35.55048534,0,0.180556501,35.0914474,36.76871316
84,124,0.079169429,0.441377799,0,2.778158007,11.43045942,0,0.69841793,0,15.42758258
85,125,0.099520089,0.005177919,0,0,0,0,0,0,0.104698008
86,126,1.547612425,8.645552206,0,0.027453664,2.428302179,22.82370921,0,0,35.47262968
87,127,0.016574729,6.383735857,0,0.925236553,10.67380721,2.639139042,0.916012496,0,21.55450588
88,129,0.288087981,0.185879598,0.001503336,2.076069212,0,0,0,0,2.551540127
89,131,0.605854251,0.432000885,0,0.270102221,11.88940013,0.117676673,2.158258085,0,15.47329225
90,132,43.46515491,0,0,0,0,0,0,0,43.46515491
91,245,0.383294389,0.322804434,0,1.587519795,4.910720801,1.906214094,0.351822777,0,9.46237629
92,257,0.652363478,16.02763321,0,0.15813737,0,0,0,0,16.83813406
93,259,0.806134197,0.22566508,0,0,443.4799187,0,0.963747378,439.7114141,445.4754654
94,300,0.136530112,0.016992592,0,0.106874436,0.273484869,0.515121764,0.016177135,0.118716377,1.065180908
95,301,0.034413147,0.409580197,0,0.722510527,0,5.942680975,1.544837291,0,8.654022137
96,400,2.234104541,0.860822084,0.010731261,2.783443368,4.474249999,2.171170053,0.110185518,0,12.64470682
97,4,0,1.098757597,0,2.283451427,0.084600689,0,0,0,3.466809713
98,29,0,0.715373378,0.138944825,2.898415404,13.54521654,0.321276293,0.232351605,5.284923307,17.85157805
99,30,0,2.596796046,0,24.34960735,25.51168201,2.353379834,0.543285813,22.21173771,55.35475105
100,32,0,2.434850736,0,18.11090699,0.951851481,0.812819161,0.514586029,0,22.8250144
101,48,0,0.892495202,0,0.442564999,51.43128703,0,0,9.975383361,52.76634723
102,51,0,0.405678888,0,0,8.450481068,0,0,0,8.856159956
103,58,0,0.022376743,0,0.036990744,5.690888277,0,0.204461997,0,5.954717761
104,63,0,0.161785764,0,0.885059627,0,0,0.034661324,0,1.081506715
105,66,0,8.649375541,0,1.308089369,27.78227877,0,2.060354216,10.05050837,39.8000979
106,68,0,5.593394878,0,0.079109295,0,0,0,0,5.672504173
107,74,0,0.002272728,0,0.083958876,16.225613,0,0,0,16.3118446
108,82,0,1.565820207,0,21.42839559,2.895561604,0,0,0,25.8897774
109,86,0,0.023282292,0,0.117413797,0.020118095,25.95176118,0.881724447,0,26.99429981
110,96,0,0.012006834,0,0.187463325,1.147010055,0,0,0,1.346480214
111,97,0,0.018710098,0,21.96804734,7.625284808,0,0,0,29.61204224
112,103,0,8.362717374,0.256270331,21.15551918,219.3854878,0.564595573,0.064699413,219.3854878,249.7892897
113,107,0,3.067131757,0,0.517070909,0,4.262885224,1.433387301,0,9.280475191
114,110,0,0.01361492,0,0.083231944,0.92080642,54.86868635,0,0,55.88633964
115,119,0,0.04803327,0,5.043447844,0,0,0,0,5.091481114
116,128,0,3.810116657,0,0.208447048,0.025126271,0,0,0,4.043689976
117,130,0,1.48342178,0,6.13957992,0.000947703,0,1.918281138,0,9.542230541
118,205,0,1.006919661,0,1.195203309,2.611721573,6.894320358,0,0,11.7081649
119,304,0,0.125337718,0,0.125505966,24.88247034,0,0,21.82088596,25.13331402
120,14,0,0,0,0,9.832523025,0,0,0,9.832523025
