siteID,name,county,latitude,longitude,sampleDate,year,result,unit,detect,detectLimit
21300001,Gull Point Beach,Dickinson,43.3712216,-95.1608446,8/23/2017 10:40,2017,1.28,ug/l,TRUE,0.3
21300001,Gull Point Beach,Dickinson,43.3712216,-95.1608446,8/30/2017 8:41,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,8/30/2017 9:45,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,8/23/2017 9:45,2017,0.83,ug/l,TRUE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,8/16/2017 8:50,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,8/9/2017 9:38,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,8/2/2017 8:30,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,7/26/2017 9:30,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,7/19/2017 9:00,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,7/12/2017 9:29,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,6/28/2017 9:30,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,7/5/2017 8:30,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,6/14/2017 9:14,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,6/21/2017 8:15,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,5/31/2017 9:40,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,6/7/2017 8:08,2017,0.3,ug/l,FALSE,0.3
21300002,Pikes Point Beach,Dickinson,43.4154039,-95.1645866,5/24/2017 9:00,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,5/24/2017 9:49,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,6/7/2017 8:51,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,5/31/2017 10:30,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,6/21/2017 8:50,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,6/14/2017 9:59,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,7/5/2017 9:15,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,6/28/2017 10:10,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,7/12/2017 10:07,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,7/19/2017 9:30,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,7/26/2017 10:00,2017,0.3,ug/l,FALSE,0.3
